feature,mean_increase_mse,std
unique_device_count,0.10887853801250458,0.0012484397739171982
total_logs,0.10783402621746063,0.0033883375581353903
vpn_ratio,0.003935337066650391,0.00033707614056766033
shift_logic,0.0011582017177715898,0.0008178700809367001
fail_ratio,0.0003295093774795532,0.00024467339972034097
mean_duration,0.0002701669873204082,0.0007717519765719771
unique_patient_count,0.0,0.0
sensitive_ratio,-0.00024406015290878713,0.0013782080495730042
